Observer,Bird_Point,Time,Site,Visit,Date,Wind,Aou_Code,Distance,Detection,Flyover,Sex,Notes
JSC,FA12NE3,814,FA12NE,1,53115,2,SAVS,48,S,,,
JSC,FA12NE5,824,FA12NE,1,53115,2,SAVS,43,S,,,
JSC,FA12NE5,824,FA12NE,1,53115,2,WEME,77,S,,,
JSC,FA12NE5,824,FA12NE,1,53115,2,SAVS,48,S,,,
JSC,FA12NE5,824,FA12NE,1,53115,2,SAVS,53,S,,,
JSC,FA12NE5,824,FA12NE,1,53115,2,WEME,90,S,,,
JSC,FA12NE5,824,FA12NE,1,53115,2,SAVS,60,V,,,
JSC,FA12NE4,836,FA12NE,1,53115,3,SAVS,38,S,,,
JSC,FA12NE4,836,FA12NE,1,53115,3,SAVS,53,S,,,
JSC,FA12NE4,836,FA12NE,1,53115,3,NESP,88,S,,,
JSC,FA12NE4,836,FA12NE,1,53115,3,WEME,75,S,,,
JSC,FA12NE4,836,FA12NE,1,53115,3,SAVS,43,S,,,
JSC,FA12NE4,836,FA12NE,1,53115,3,SAVS,28,V,,,
JSC,FA12NE4,836,FA12NE,1,53115,3,AMGO,89,V,,M,
JSC,FA12NE4,836,FA12NE,1,53115,3,WEME,95,S,,,
JSC,FA24NE1,900,FA24NE,1,53115,3,RWBL,91,S,,,
JSC,FA24NE1,900,FA24NE,1,53115,3,SAVS,51,S,,,
JSC,FA24NE1,900,FA24NE,1,53115,3,SAVS,60,S,,,
JSC,FA24NE1,900,FA24NE,1,53115,3,YHBL,58,V,,M,
JSC,FA24NE1,900,FA24NE,1,53115,3,COYE,80,S,,,
JSC,FA24NE1,900,FA24NE,1,53115,3,NESP,53,S,,,
JSC,FA24NE2,911,FA24NE,1,53115,3,WIPH,14,V,,M,
JSC,FA24NE2,911,FA24NE,1,53115,3,WIPH,14,V,,M,
JSC,FA24NE2,911,FA24NE,1,53115,3,SAVS,48,S,,,
JSC,FA24NE2,911,FA24NE,1,53115,3,BHCO,59,V,,M,
JSC,FA24NE2,911,FA24NE,1,53115,3,BHCO,59,V,,M,
JSC,FA24NE2,911,FA24NE,1,53115,3,SAVS,46,S,,,
JSC,FA24NE2,911,FA24NE,1,53115,3,SAVS,59,S,,,
JSC,FA24NE2,911,FA24NE,1,53115,3,NESP,88,S,,,
JSC,FA24NE2,911,FA24NE,1,53115,3,SAVS,30,V,,,
JSC,FA24NE3,921,FA24NE,1,53115,4,WEME,69,S,,,
JSC,FA24NE3,921,FA24NE,1,53115,4,CCSP,75,S,,,
JSC,FA24NE3,921,FA24NE,1,53115,4,MAGO,80,V,,,
JSC,FA24NE3,921,FA24NE,1,53115,4,SAVS,58,S,,,
JSC,FA24NE3,921,FA24NE,1,53115,4,SAVS,43,S,,,
JSC,FA24NE3,921,FA24NE,1,53115,4,WEME,78,V,,,
JSC,FA24NE3,921,FA24NE,1,53115,4,SAVS,38,S,,,
JSC,LE33NE1,549,LE33NE,1,60115,2,SAVS,32,V,,,
JSC,LE33NE1,549,LE33NE,1,60115,2,SAVS,40,S,,,
JSC,LE33NE1,549,LE33NE,1,60115,2,WEME,68,S,,,
JSC,LE33NE1,549,LE33NE,1,60115,2,SAVS,48,S,,,
JSC,LE33NE1,549,LE33NE,1,60115,2,BOBO,90,S,,,
JSC,LE33NE1,549,LE33NE,1,60115,2,RWBL,85,S,,,
JSC,LE33NE1,549,LE33NE,1,60115,2,LCSP,48,S,,,
JSC,LE33NE3,559,LE33NE,1,60115,3,LCSP,20,S,,,
JSC,LE33NE3,559,LE33NE,1,60115,3,WEME,75,S,,,
JSC,LE33NE3,559,LE33NE,1,60115,3,BOBO,82,S,,,
JSC,LE33NE3,559,LE33NE,1,60115,3,BOBO,85,S,,,
JSC,LE33NE3,559,LE33NE,1,60115,3,CCSP,47,S,,,
JSC,LE33NE3,559,LE33NE,1,60115,3,SAVS,38,S,,,
JSC,LE33NE3,559,LE33NE,1,60115,3,SAVS,49,S,,,
JSC,LE33NE3,559,LE33NE,1,60115,3,RWBL,93,V,,M,
JSC,LE33NE2,609,LE33NE,1,60115,3,BOBO,35,V,,M,
JSC,LE33NE2,609,LE33NE,1,60115,3,SAVS,40,S,,,
JSC,LE33NE2,609,LE33NE,1,60115,3,SAVS,39,S,,,
JSC,LE33NE2,609,LE33NE,1,60115,3,SAVS,61,S,,,
JSC,LE33NE2,609,LE33NE,1,60115,3,LCSP,55,S,,,
JSC,LE33NE2,609,LE33NE,1,60115,3,SAVS,72,S,,,
JSC,LE33NE4,620,LE33NE,1,60115,3,BOBO,78,V,,M,
JSC,LE33NE4,620,LE33NE,1,60115,3,SAVS,41,S,,,
JSC,LE33NE4,620,LE33NE,1,60115,3,SAVS,60,S,,,
JSC,LE33NE4,620,LE33NE,1,60115,3,RWBL,84,V,,M,
JSC,LE33NE4,620,LE33NE,1,60115,3,RWBL,84,V,,M,
JSC,LE33NE4,620,LE33NE,1,60115,3,WEME,94,S,,,
JSC,LE33NE4,620,LE33NE,1,60115,3,SAVS,68,S,,,
JSC,LE33NE4,620,LE33NE,1,60115,3,LOSH,85,V,,,
JSC,LE33NE4,620,LE33NE,1,60115,3,BOBO,87,V,,M,
JSC,LE33NE5,631,LE33NE,1,60115,2,SAVS,32,S,,,
JSC,LE33NE5,631,LE33NE,1,60115,2,SAVS,40,S,,,
JSC,LE33NE5,631,LE33NE,1,60115,2,BOBO,15,V,,M,
JSC,LE33NE5,631,LE33NE,1,60115,2,RWBL,48,V,,M,
JSC,LE33NE5,631,LE33NE,1,60115,2,RWBL,48,V,,M,
JSC,LE33NE5,631,LE33NE,1,60115,2,SEWR,64,S,,,
JSC,LE33NE5,631,LE33NE,1,60115,2,CCSP,69,S,,,
JSC,LE33NE5,631,LE33NE,1,60115,2,SEWR,73,S,,,
JSC,LE33NE5,631,LE33NE,1,60115,2,SAVS,54,V,,,
JSC,LE33NE5,631,LE33NE,1,60115,2,SAVS,62,S,,,
JSC,LE33NE5,631,LE33NE,1,60115,2,RWBL,89,V,,M,
JSC,LE31SE2,701,LE31SE,1,60115,2,BOBO,57,V,,M,
JSC,LE31SE2,701,LE31SE,1,60115,2,BOBO,57,V,,M,
JSC,LE31SE2,701,LE31SE,1,60115,2,SAVS,42,S,,,
JSC,LE31SE2,701,LE31SE,1,60115,2,SAVS,58,S,,,
JSC,LE31SE2,701,LE31SE,1,60115,2,COYE,84,S,,,
JSC,LE31SE2,701,LE31SE,1,60115,2,RWBL,87,S,,,
JSC,LE31SE2,701,LE31SE,1,60115,2,SAVS,61,S,,,
JSC,LE31SE2,701,LE31SE,1,60115,2,RWBL,95,V,,M,
JSC,LE31SE2,701,LE31SE,1,60115,2,RWBL,90,S,,,
JSC,LE31SE3,710,LE31SE,1,60115,2,BOBO,40,V,,M,
JSC,LE31SE3,710,LE31SE,1,60115,2,BOBO,40,V,,M,
JSC,LE31SE3,710,LE31SE,1,60115,2,SAVS,58,S,,,
JSC,LE31SE3,710,LE31SE,1,60115,2,SAVS,52,S,,,
JSC,LE31SE3,710,LE31SE,1,60115,2,SAVS,61,S,,,
JSC,LE31SE3,710,LE31SE,1,60115,2,RWBL,95,S,,,
JSC,LE31SE3,710,LE31SE,1,60115,2,BOBO,62,V,,M,
JSC,LE31SE3,710,LE31SE,1,60115,2,SAVS,87,V,,,
JSC,LE31SE3,710,LE31SE,1,60115,2,BOBO,90,V,,M,
JSC,LE31SE1,719,LE31SE,1,60115,3,SEWR,41,S,,,
JSC,LE31SE1,719,LE31SE,1,60115,3,SEWR,55,S,,,
JSC,LE31SE1,719,LE31SE,1,60115,3,LCSP,38,S,,,
JSC,LE31SE1,719,LE31SE,1,60115,3,CCSP,51,S,,,
JSC,LE31SE1,719,LE31SE,1,60115,3,BOBO,68,V,,M,
JSC,LE31SE1,719,LE31SE,1,60115,3,BOBO,70,V,,M,
JSC,LE31SE1,719,LE31SE,1,60115,3,CCSP,61,S,,,
JSC,LE31SE1,719,LE31SE,1,60115,3,SAVS,20,V,,,
JSC,GI25SE4,747,GI25SE,1,60115,3,BOBO,75,V,,M,
JSC,GI25SE4,747,GI25SE,1,60115,3,BOBO,61,V,,M,
JSC,GI25SE4,747,GI25SE,1,60115,3,SAVS,43,S,,,
JSC,GI25SE4,747,GI25SE,1,60115,3,SAVS,53,S,,,
JSC,GI25SE4,747,GI25SE,1,60115,3,BOBO,79,V,,M,
JSC,GI25SE4,747,GI25SE,1,60115,3,BOBO,85,V,,M,
JSC,GI25SE4,747,GI25SE,1,60115,3,SAVS,21,V,,,
JSC,GI25SE2,758,GI25SE,1,60115,3,SEWR,61,S,,,
JSC,GI25SE2,758,GI25SE,1,60115,3,SEWR,70,S,,,
JSC,GI25SE2,758,GI25SE,1,60115,3,SAVS,60,S,,,
JSC,GI25SE2,758,GI25SE,1,60115,3,MAWR,78,S,,,
JSC,GI25SE2,758,GI25SE,1,60115,3,BOBO,90,V,,M,
JSC,GI25SE2,758,GI25SE,1,60115,3,RWBL,95,S,,,
JSC,GI25SE2,758,GI25SE,1,60115,3,BOBO,95,V,,M,
JSC,GI25SE2,758,GI25SE,1,60115,3,SAVS,68,S,,,
JSC,GI25SE3,808,GI25SE,1,60115,4,SAVS,61,S,,,
JSC,GI25SE3,808,GI25SE,1,60115,4,SAVS,54,S,,,
JSC,GI25SE3,808,GI25SE,1,60115,4,SAVS,59,S,,,
JSC,GI25SE3,808,GI25SE,1,60115,4,BOBO,92,V,,M,
JSC,GI25SE3,808,GI25SE,1,60115,4,SAVS,56,S,,,
JSC,GI25SE3,808,GI25SE,1,60115,4,BOBO,75,S,,,
JSC,GI25SE3,808,GI25SE,1,60115,4,WEME,82,S,,,
JSC,GI25SE1,819,GI25SE,1,60115,4,LCSP,53,S,,,
JSC,GI25SE1,819,GI25SE,1,60115,4,SAVS,54,S,,,
JSC,GI25SE1,819,GI25SE,1,60115,4,SAVS,42,S,,,
JSC,GI25SE1,819,GI25SE,1,60115,4,BOBO,57,V,,M,
JSC,GI25SE1,819,GI25SE,1,60115,4,SEWR,64,S,,,
JSC,GI25SE1,819,GI25SE,1,60115,4,SAVS,70,V,,,
JSC,GI25SE1,819,GI25SE,1,60115,4,BOBO,68,V,,M,
JSC,GI25SE5,830,GI25SE,1,60115,4,SAVS,35,S,,,
JSC,GI25SE5,830,GI25SE,1,60115,4,BOBO,68,V,,M,
JSC,GI25SE5,830,GI25SE,1,60115,4,SAVS,49,S,,,
JSC,GI25SE5,830,GI25SE,1,60115,4,SAVS,75,S,,,
JSC,GI25SE5,830,GI25SE,1,60115,4,BOBO,26,V,,M,
JSC,BL9SE2,535,BL9SE,1,60415,2,YHBL,83,S,,,
JSC,BL9SE2,535,BL9SE,1,60415,2,SAVS,46,S,,,
JSC,BL9SE2,535,BL9SE,1,60415,2,SAVS,38,S,,,
JSC,BL9SE2,535,BL9SE,1,60415,2,CCSP,42,S,,,
JSC,BL9SE2,535,BL9SE,1,60415,2,MAWR,90,S,,,
JSC,BL9SE2,535,BL9SE,1,60415,2,YHBL,92,S,,,
JSC,BL9SE2,535,BL9SE,1,60415,2,RWBL,79,V,,M,
JSC,BL9SE3,545,BL9SE,1,60415,3,RWBL,55,V,,M,
JSC,BL9SE3,545,BL9SE,1,60415,3,SAVS,41,S,,,
JSC,BL9SE3,545,BL9SE,1,60415,3,SAVS,60,S,,,
JSC,BL9SE3,545,BL9SE,1,60415,3,RWBL,86,V,,M,
JSC,BL9SE3,545,BL9SE,1,60415,3,RWBL,86,V,,M,
JSC,BL9SE3,545,BL9SE,1,60415,3,RWBL,86,V,,M,
JSC,BL9SE3,545,BL9SE,1,60415,3,RWBL,86,V,,M,
JSC,BL9SE3,545,BL9SE,1,60415,3,SAVS,75,S,,,
JSC,BL9SE3,545,BL9SE,1,60415,3,WEME,90,S,,,
JSC,BL9SE3,545,BL9SE,1,60415,3,WEME,86,S,,,
JSC,BL9SE1,555,BL9SE,1,60415,2,WEME,75,V,,,
JSC,BL9SE1,555,BL9SE,1,60415,2,WEME,88,S,,,
JSC,BL9SE1,555,BL9SE,1,60415,2,SAVS,63,S,,,
JSC,BL9SE1,555,BL9SE,1,60415,2,SAVS,43,S,,,
JSC,BL9SE1,555,BL9SE,1,60415,2,KILL,89,S,,,
JSC,BL9SE1,555,BL9SE,1,60415,2,SAVS,40,S,,,
JSC,BL9SE1,555,BL9SE,1,60415,2,COYE,70,S,,,
JSC,BL9SE1,555,BL9SE,1,60415,2,SAVS,36,S,,,
JSC,BL9SE5,606,BL9SE,1,60415,2,SAVS,61,S,,,
JSC,BL9SE5,606,BL9SE,1,60415,2,SAVS,42,S,,,
JSC,BL9SE5,606,BL9SE,1,60415,2,SAVS,55,S,,,
JSC,BL9SE5,606,BL9SE,1,60415,2,SAVS,48,S,,,
JSC,BL9SE5,606,BL9SE,1,60415,2,WEME,95,V,,,
JSC,BL9SE5,606,BL9SE,1,60415,2,BRBL,68,V,,M,
JSC,BL9SE4,619,BL9SE,1,60415,2,MAGO,54,V,,,
JSC,BL9SE4,619,BL9SE,1,60415,2,SAVS,38,S,,,
JSC,BL9SE4,619,BL9SE,1,60415,2,SAVS,45,S,,,
JSC,BL9SE4,619,BL9SE,1,60415,2,WEME,81,S,,,
JSC,BL9SE4,619,BL9SE,1,60415,2,SAVS,52,V,,,
JSC,BL9SE4,619,BL9SE,1,60415,2,BRBL,30,V,,M,
JSC,BL9SE4,619,BL9SE,1,60415,2,BRBL,90,V,,M,
JSC,BL9SE4,619,BL9SE,1,60415,2,WEME,85,S,,,
JSC,BL9SE4,619,BL9SE,1,60415,2,SAVS,44,S,,,
JSC,BL18NE1,644,BL18NE,1,60415,2,BOBO,57,V,,M,
JSC,BL18NE1,644,BL18NE,1,60415,2,BOBO,63,V,,M,
JSC,BL18NE1,644,BL18NE,1,60415,2,BOBO,95,V,,M,
JSC,BL18NE1,644,BL18NE,1,60415,2,CCSP,71,S,,,
JSC,BL18NE1,644,BL18NE,1,60415,2,SAVS,40,S,,,
JSC,BL18NE1,644,BL18NE,1,60415,2,SEWR,83,S,,,
JSC,BL18NE1,644,BL18NE,1,60415,2,SEWR,69,S,,,
JSC,BL18NE1,644,BL18NE,1,60415,2,SAVS,53,S,,,
JSC,BL18NE4,700,BL18NE,1,60415,1,LCSP,30,S,,,
JSC,BL18NE4,700,BL18NE,1,60415,1,BOBO,52,V,,M,
JSC,BL18NE4,700,BL18NE,1,60415,1,SAVS,46,S,,,
JSC,BL18NE4,700,BL18NE,1,60415,1,SEWR,62,S,,,
JSC,BL18NE4,700,BL18NE,1,60415,1,CCSP,62,S,,,
JSC,BL18NE4,700,BL18NE,1,60415,1,LCSP,38,S,,,
JSC,BL18NE4,700,BL18NE,1,60415,1,SAVS,42,S,,,
JSC,BL18NE4,700,BL18NE,1,60415,1,BOBO,51,V,,M,
JSC,BL18NE4,700,BL18NE,1,60415,1,SEWR,65,S,,,
JSC,LE24SW1,531,LE24SW,2,60515,0,AMGO,44,V,,M,
JSC,LE24SW1,531,LE24SW,2,60515,0,SAVS,40,S,,,
JSC,LE24SW1,531,LE24SW,2,60515,0,SAVS,56,S,,,
JSC,LE24SW1,531,LE24SW,2,60515,0,BOBO,62,V,,M,
JSC,LE24SW1,531,LE24SW,2,60515,0,SAVS,65,S,,,
JSC,LE24SW1,531,LE24SW,2,60515,0,SEWR,75,S,,,
JSC,LE24SW1,531,LE24SW,2,60515,0,SEWR,78,S,,,
JSC,LE24SW1,531,LE24SW,2,60515,0,CCSP,84,S,,,
JSC,LE24SW1,531,LE24SW,2,60515,0,LCSP,30,S,,,
JSC,LE24SW1,531,LE24SW,2,60515,0,CCSP,64,S,,,
JSC,LE24SW2,541,LE24SW,2,60515,0,SEWR,69,S,,,
JSC,LE24SW2,541,LE24SW,2,60515,0,SEWR,42,S,,,
JSC,LE24SW2,541,LE24SW,2,60515,0,SEWR,48,S,,,
JSC,LE24SW2,541,LE24SW,2,60515,0,LCSP,30,S,,,
JSC,LE24SW2,541,LE24SW,2,60515,0,SAVS,42,S,,,
JSC,LE24SW2,541,LE24SW,2,60515,0,SAVS,28,V,,,
JSC,LE24SW2,541,LE24SW,2,60515,0,BOBO,50,V,,,
JSC,LE24SW2,541,LE24SW,2,60515,0,SEWR,68,S,,,
JSC,LE24SW2,541,LE24SW,2,60515,0,SAVS,47,V,,,
JSC,LE24SW2,541,LE24SW,2,60515,0,CCSP,78,S,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,BOBO,30,V,,M,
JSC,LE24SW3,552,LE24SW,2,60515,0,SEWR,41,S,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,SEWR,47,S,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,CCSP,55,S,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,COYE,52,S,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,SEWR,58,S,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,SAVS,40,S,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,LCSP,34,S,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,SEWR,64,V,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,SAVS,58,S,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,CCSP,67,V,,,
JSC,LE24SW3,552,LE24SW,2,60515,0,CCSP,67,V,,,
JSC,LE14SW5,614,LE14SW,2,60515,0,SAVS,35,S,,,
JSC,LE14SW5,614,LE14SW,2,60515,0,SAVS,58,S,,,
JSC,LE14SW5,614,LE14SW,2,60515,0,SAVS,44,S,,,
JSC,LE14SW5,614,LE14SW,2,60515,0,SEWR,71,S,,,
JSC,LE14SW5,614,LE14SW,2,60515,0,SEWR,65,S,,,
JSC,LE14SW5,614,LE14SW,2,60515,0,BOBO,90,V,,M,
JSC,LE14SW5,614,LE14SW,2,60515,0,BOBO,78,V,,M,
JSC,LE14SW5,614,LE14SW,2,60515,0,SEWR,65,S,,,
JSC,LE14SW5,614,LE14SW,2,60515,0,CCSP,82,S,,,
JSC,LE14SW5,614,LE14SW,2,60515,0,LCSP,20,S,,,
JSC,LE14SW4,625,LE14SW,2,60515,0,SAVS,42,S,,,
JSC,LE14SW4,625,LE14SW,2,60515,0,SAVS,48,S,,,
JSC,LE14SW4,625,LE14SW,2,60515,0,SAVS,60,V,,,
JSC,LE14SW4,625,LE14SW,2,60515,0,CCSP,78,S,,,
JSC,LE14SW4,625,LE14SW,2,60515,0,RWBL,90,V,,,
JSC,LE14SW4,625,LE14SW,2,60515,0,COYE,92,S,,,
JSC,LE14SW4,625,LE14SW,2,60515,0,SEWR,88,S,,,
JSC,LE14SW4,625,LE14SW,2,60515,0,SWSP,90,S,,,
JSC,LE14SW2,635,LE14SW,2,60515,0,NESP,75,S,,,
JSC,LE14SW2,635,LE14SW,2,60515,0,SAVS,40,S,,,
JSC,LE14SW2,635,LE14SW,2,60515,0,SEWR,52,S,,,
JSC,LE14SW2,635,LE14SW,2,60515,0,SEWR,80,S,,,
JSC,LE14SW2,635,LE14SW,2,60515,0,CCSP,52,S,,,
JSC,LE14SW2,635,LE14SW,2,60515,0,SAVS,20,V,,,
JSC,LE14SW2,635,LE14SW,2,60515,0,SAVS,44,S,,,
JSC,LE14SW2,635,LE14SW,2,60515,0,COYE,88,S,,,
JSC,LE14SW2,635,LE14SW,2,60515,0,SAVS,59,S,,,
JSC,LE14SW1,647,LE14SW,2,60515,0,SAVS,24,V,,,
JSC,LE14SW1,647,LE14SW,2,60515,0,BOBO,39,V,,M,
JSC,LE14SW1,647,LE14SW,2,60515,0,SAVS,59,S,,,
JSC,LE14SW1,647,LE14SW,2,60515,0,SAVS,63,S,,,
JSC,LE14SW1,647,LE14SW,2,60515,0,LCSP,35,S,,,
JSC,LE14SW1,647,LE14SW,2,60515,0,CCSP,80,S,,,
JSC,LE14SW1,647,LE14SW,2,60515,0,SEWR,84,S,,,
JSC,LE14SW1,647,LE14SW,2,60515,0,SEWR,92,S,,,
JSC,LE20NE3,709,LE20NE,2,60515,0,SAVS,42,V,,,
JSC,LE20NE3,709,LE20NE,2,60515,0,SAVS,30,S,,,
JSC,LE20NE3,709,LE20NE,2,60515,0,BOBO,60,V,,M,
JSC,LE20NE3,709,LE20NE,2,60515,0,CCSP,30,S,,,
JSC,LE20NE3,709,LE20NE,2,60515,0,CCSP,60,S,,,
JSC,LE20NE3,709,LE20NE,2,60515,0,WEME,87,S,,,
JSC,LE20NE3,709,LE20NE,2,60515,0,SAVS,75,S,,,
JSC,LE20NE3,709,LE20NE,2,60515,0,COYE,90,S,,,
JSC,LE20NE2,718,LE20NE,2,60515,0,SAVS,34,S,,,
JSC,LE20NE2,718,LE20NE,2,60515,0,CCSP,57,S,,,
JSC,LE20NE2,718,LE20NE,2,60515,0,CCSP,72,S,,,
JSC,LE20NE2,718,LE20NE,2,60515,0,WEME,90,S,,,
JSC,LE20NE2,718,LE20NE,2,60515,0,SAVS,52,V,,,
JSC,LE20NE2,718,LE20NE,2,60515,0,BOBO,78,V,,,
JSC,LE20NE1,727,LE20NE,2,60515,0,SAVS,70,S,,,
JSC,LE20NE1,727,LE20NE,2,60515,0,COYE,82,S,,,
JSC,LE20NE1,727,LE20NE,2,60515,0,CCSP,56,S,,,
JSC,LE20NE1,727,LE20NE,2,60515,0,CCSP,68,S,,,
JSC,LE20NE1,727,LE20NE,2,60515,0,BOBO,77,S,,,
JSC,LE20NE1,727,LE20NE,2,60515,0,BOBO,85,V,,M,
JSC,LE20NE1,727,LE20NE,2,60515,0,SEWR,57,S,,,
JSC,LE31SE2,755,LE31SE,2,60515,0,BOBO,53,V,,M,
JSC,LE31SE2,755,LE31SE,2,60515,0,SEWR,64,S,,,
JSC,LE31SE2,755,LE31SE,2,60515,0,SAVS,51,V,,,
JSC,LE31SE2,755,LE31SE,2,60515,0,RWBL,90,V,,M,
JSC,LE31SE2,755,LE31SE,2,60515,0,RWBL,95,V,,M,
JSC,LE31SE2,755,LE31SE,2,60515,0,SAVS,72,S,,,
JSC,LE31SE2,755,LE31SE,2,60515,0,COYE,88,S,,,
JSC,LE31SE2,755,LE31SE,2,60515,0,GRSP,68,S,,,
JSC,LE31SE2,755,LE31SE,2,60515,0,SAVS,60,S,,,
JSC,LE31SE3,804,LE31SE,2,60515,1,BOBO,48,V,,M,
JSC,LE31SE3,804,LE31SE,2,60515,1,SAVS,53,S,,,
JSC,LE31SE3,804,LE31SE,2,60515,1,SAVS,68,S,,,
JSC,LE31SE3,804,LE31SE,2,60515,1,SAVS,46,S,,,
JSC,LE31SE3,804,LE31SE,2,60515,1,COYE,74,S,,,
JSC,LE31SE3,804,LE31SE,2,60515,1,CCSP,68,S,,,
JSC,LE31SE3,804,LE31SE,2,60515,1,SEWR,69,S,,,
JSC,LE31SE3,804,LE31SE,2,60515,1,BOBO,92,V,,M,
JSC,LE31SE3,804,LE31SE,2,60515,1,LCSP,39,S,,,
JSC,LE31SE1,814,LE31SE,2,60515,1,CCSP,45,V,,,
JSC,LE31SE1,814,LE31SE,2,60515,1,CCSP,72,S,,,
JSC,LE31SE1,814,LE31SE,2,60515,1,SAVS,63,S,,,
JSC,LE31SE1,814,LE31SE,2,60515,1,SAVS,65,S,,,
JSC,LE31SE1,814,LE31SE,2,60515,1,COYE,82,S,,,
JSC,LE31SE1,814,LE31SE,2,60515,1,SEWR,32,S,,,
JSC,LE31SE1,814,LE31SE,2,60515,1,BOBO,78,V,,M,
JSC,LE31SE1,814,LE31SE,2,60515,1,SEWR,70,S,,,
JSC,LE31SE1,814,LE31SE,2,60515,1,CCSP,62,S,,,
JSC,OA22NE1,545,OA22NE,2,60715,1,GRSP,15,S,,,
JSC,OA22NE1,545,OA22NE,2,60715,1,SAVS,35,V,,,
JSC,OA22NE1,545,OA22NE,2,60715,1,SAVS,40,V,,,
JSC,OA22NE1,545,OA22NE,2,60715,1,WEME,85,S,,,
JSC,OA22NE1,545,OA22NE,2,60715,1,RWBL,50,V,,M,
JSC,OA22NE1,545,OA22NE,2,60715,1,RWBL,85,V,,M,
JSC,OA22NE1,545,OA22NE,2,60715,1,RWBL,90,V,,M,
JSC,OA22NE1,545,OA22NE,2,60715,1,GRSP,22,S,,,
JSC,OA22NE1,545,OA22NE,2,60715,1,SAVS,62,S,,,
JSC,OA22NE1,545,OA22NE,2,60715,1,WEME,78,S,,,
JSC,OA22NE5,557,OA22NE,2,60715,1,GRSP,30,S,,,
JSC,OA22NE5,557,OA22NE,2,60715,1,GRSP,38,S,,,
JSC,OA22NE5,557,OA22NE,2,60715,1,WEME,79,S,,,
JSC,OA22NE5,557,OA22NE,2,60715,1,CCSP,62,S,,,
JSC,OA22NE5,557,OA22NE,2,60715,1,CCSP,67,S,,,
JSC,OA22NE5,557,OA22NE,2,60715,1,SAVS,45,S,,,
JSC,OA22NE5,557,OA22NE,2,60715,1,CCSP,25,S,,,
JSC,OA22NE5,557,OA22NE,2,60715,1,BOBO,90,V,,M,
JSC,OA22NE5,557,OA22NE,2,60715,1,SAVS,60,S,,,
JSC,OA22NE5,557,OA22NE,2,60715,1,WEME,90,S,,,
JSC,OA22NE3,607,OA22NE,2,60715,1,GRSP,10,S,,,
JSC,OA22NE3,607,OA22NE,2,60715,1,GRSP,20,S,,,
JSC,OA22NE3,607,OA22NE,2,60715,1,BOBO,51,V,,M,
JSC,OA22NE3,607,OA22NE,2,60715,1,SAVS,59,V,,,
JSC,OA22NE3,607,OA22NE,2,60715,1,WEME,69,S,,,
JSC,OA22NE3,607,OA22NE,2,60715,1,WEME,75,S,,,
JSC,OA22NE3,607,OA22NE,2,60715,1,SAVS,70,S,,,
JSC,OA22NE3,607,OA22NE,2,60715,1,CCSP,62,S,,,
JSC,OA22NE3,607,OA22NE,2,60715,1,GRSP,38,S,,,
JSC,OA22NE4,617,OA22NE,2,60715,2,WEME,70,V,,,
JSC,OA22NE4,617,OA22NE,2,60715,2,WEME,88,S,,,
JSC,OA22NE4,617,OA22NE,2,60715,2,SAVS,32,S,,,
JSC,OA22NE4,617,OA22NE,2,60715,2,SAVS,40,S,,,
JSC,OA22NE4,617,OA22NE,2,60715,2,BHCO,90,V,,M,
JSC,OA22NE4,617,OA22NE,2,60715,2,GRSP,39,S,,,
JSC,OA22NE4,617,OA22NE,2,60715,2,GRSP,25,S,,,
JSC,OA22NE4,617,OA22NE,2,60715,2,UPSA,70,V,,,
JSC,OA22NE2,629,OA22NE,2,60715,1,GRSP,20,S,,,
JSC,OA22NE2,629,OA22NE,2,60715,1,GRSP,35,S,,,
JSC,OA22NE2,629,OA22NE,2,60715,1,WEME,78,S,,,
JSC,OA22NE2,629,OA22NE,2,60715,1,CCSP,57,S,,,
JSC,OA22NE2,629,OA22NE,2,60715,1,SAVS,59,S,,,
JSC,OA22NE2,629,OA22NE,2,60715,1,BOBO,65,V,,M,
JSC,OA22NE2,629,OA22NE,2,60715,1,CCSP,70,S,,,
JSC,OA22NE2,629,OA22NE,2,60715,1,SAVS,65,S,,,
JSC,OA22NE2,629,OA22NE,2,60715,1,UPSA,80,S,,,
JSC,LA16NW2,530,LA16NW,2,60815,0,LCSP,25,S,,,
JSC,LA16NW2,530,LA16NW,2,60815,0,SEWR,52,S,,,
JSC,LA16NW2,530,LA16NW,2,60815,0,SEWR,38,S,,,
JSC,LA16NW2,530,LA16NW,2,60815,0,SEWR,60,S,,,
JSC,LA16NW2,530,LA16NW,2,60815,0,RWBL,48,V,,M,
JSC,LA16NW2,530,LA16NW,2,60815,0,WEME,78,S,,,
JSC,LA16NW2,530,LA16NW,2,60815,0,WEME,82,S,,,
JSC,LA16NW2,530,LA16NW,2,60815,0,RWBL,75,V,,M,
JSC,LA16NW2,530,LA16NW,2,60815,0,LCSP,15,S,,,
JSC,LA16NW2,530,LA16NW,2,60815,0,SAVS,45,S,,,
