Observer,Point,StartTime,Site,Bird_Point,Visit,Date,Cloud,Temp,Wind,Aou_Code,Distance,Detection,Flyover,Sex
JSC,4,836,BL9SE,BL9SE4,2,61614,2,18.2,9.1,LOSH,50,V,,
JSC,4,836,BL9SE,BL9SE4,2,61614,2,18.2,9.1,WEME,55,V,,
JSC,4,836,BL9SE,BL9SE4,2,61614,2,18.2,9.1,WEME,19,S,,
JSC,4,836,BL9SE,BL9SE4,2,61614,2,18.2,9.1,RWBL,51,V,,M
JSC,4,836,BL9SE,BL9SE4,2,61614,2,18.2,9.1,RWBL,21,V,,M
JSC,4,836,BL9SE,BL9SE4,2,61614,2,18.2,9.1,RWBL,21,V,,M
JSC,4,836,BL9SE,BL9SE4,2,61614,2,18.2,9.1,COGR,34,S,,
JSC,4,745,BL9SE,BL9SE4,3,62814,100,22.3,3.8,SAVS,26,S,,
JSC,4,745,BL9SE,BL9SE4,3,62814,100,22.3,3.8,SAVS,34,S,,
JSC,4,745,BL9SE,BL9SE4,3,62814,100,22.3,3.8,SAVS,40,S,,
JSC,4,745,BL9SE,BL9SE4,3,62814,100,22.3,3.8,WEME,45,S,,
JSC,4,745,BL9SE,BL9SE4,3,62814,100,22.3,3.8,WEME,54,S,,
JSC,4,745,BL9SE,BL9SE4,3,62814,100,22.3,3.8,WISN,93,S,,
JSC,4,745,BL9SE,BL9SE4,3,62814,100,22.3,3.8,SAVS,27,S,,
JSC,4,745,BL9SE,BL9SE4,3,62814,100,22.3,3.8,CCSP,31,S,,
JSC,5,610,BL9SE,BL9SE5,1,60614,70,13.4,5.4,WEME,63,S,,
JSC,5,610,BL9SE,BL9SE5,1,60614,70,13.4,5.4,WEME,67,S,,
JSC,5,610,BL9SE,BL9SE5,1,60614,70,13.4,5.4,SAVS,72,S,,
JSC,5,610,BL9SE,BL9SE5,1,60614,70,13.4,5.4,CCSP,51,S,,
JSC,5,610,BL9SE,BL9SE5,1,60614,70,13.4,5.4,LCSP,30,S,,
JSC,5,610,BL9SE,BL9SE5,1,60614,70,13.4,5.4,SAVS,56,S,,
JSC,5,610,BL9SE,BL9SE5,1,60614,70,13.4,5.4,RWBL,82,V,,M
JSC,5,732,BL9SE,BL9SE5,2,62814,100,22.9,0,WEME,71,S,,
JSC,5,732,BL9SE,BL9SE5,2,62814,100,22.9,0,WEME,57,S,,
JSC,5,732,BL9SE,BL9SE5,2,62814,100,22.9,0,WEME,46,S,,
JSC,5,732,BL9SE,BL9SE5,2,62814,100,22.9,0,SEWR,51,S,,
JSC,5,732,BL9SE,BL9SE5,2,62814,100,22.9,0,SAVS,36,S,,
JSC,5,732,BL9SE,BL9SE5,2,62814,100,22.9,0,SORA,80,S,,
JSC,5,732,BL9SE,BL9SE5,2,62814,100,22.9,0,YHBL,76,S,,
JSC,5,732,BL9SE,BL9SE5,2,62814,100,22.9,0,SAVS,34,S,,
JSC,5,732,BL9SE,BL9SE5,2,62814,100,22.9,0,SAVS,39,S,,
JSC,5,732,BL9SE,BL9SE5,2,62814,100,22.9,0,SAVS,26,S,,
JSC,1,730,FA11NW,FA11NW1,1,61214,99,10.1,14,SEWR,8,,,
JSC,1,730,FA11NW,FA11NW1,1,61214,99,10.1,14,RWBL,56,,,M
JSC,1,730,FA11NW,FA11NW1,1,61214,99,10.1,14,SEWR,21,,,
JSC,1,730,FA11NW,FA11NW1,1,61214,99,10.1,14,RWBL,57,,,
JSC,1,730,FA11NW,FA11NW1,1,61214,99,10.1,14,EAKI,63,,,
JSC,1,730,FA11NW,FA11NW1,1,61214,99,10.1,14,RWBL,67,,,
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,BRBL,52,V,,
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,BRBL,52,V,,
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,RWBL,52,V,,M
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,RWBL,52,V,,M
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,CCSP,28,S,,
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,SEWR,53,S,,
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,SEWR,61,S,,
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,COYE,67,S,,
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,RWBL,28,V,,M
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,RWBL,32,V,,M
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,SEWR,48,S,,
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,COYE,76,S,,
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,ALFL,28,S,,
JSC,1,720,FA11NW,FA11NW1,2,62214,15,21,5.1,ALFL,43,S,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,RWBL,48,V,,M
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,MAWR,61,S,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,SEWR,52,S,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,COYE,36,S,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,COYE,50,S,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,SORA,68,S,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,RWBL,62,S,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,RWBL,69,S,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,CCSP,76,S,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,BHCO,33,V,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,MODO,32,V,,
JSC,1,738,FA11NW,FA11NW1,3,70514,20,22.6,7.2,BHCO,33,V,,M
JSC,2,826,FA11NW,FA11NW2,1,61214,95,10.7,16.5,RWBL,16,V,,M
JSC,2,826,FA11NW,FA11NW2,1,61214,95,10.7,16.5,RWBL,8,V,,M
JSC,2,826,FA11NW,FA11NW2,1,61214,95,10.7,16.5,RWBL,26,V,,M
JSC,2,826,FA11NW,FA11NW2,1,61214,95,10.7,16.5,SEWR,30,S,,
JSC,2,826,FA11NW,FA11NW2,1,61214,95,10.7,16.5,COYE,34,S,,
JSC,2,826,FA11NW,FA11NW2,1,61214,95,10.7,16.5,SEWR,20,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,SEWR,68,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,SEWR,57,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,COYE,65,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,RWBL,73,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,COYE,53,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,COYE,71,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,SORA,68,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,RWBL,79,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,RWBL,64,V,,M
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,SEWR,63,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,WEME,74,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,SORA,75,S,,
JSC,2,813,FA11NW,FA11NW2,2,62214,8,22.1,8.6,SORA,69,S,,
JSC,3,744,FA11NW,FA11NW3,1,61214,98,11,16,WEME,32,S,,
JSC,3,744,FA11NW,FA11NW3,1,61214,98,11,16,RWBL,42,S,,
JSC,3,744,FA11NW,FA11NW3,1,61214,98,11,16,BOBO,45,S,,
JSC,3,744,FA11NW,FA11NW3,1,61214,98,11,16,BWTE,56,V,,M
JSC,3,744,FA11NW,FA11NW3,1,61214,98,11,16,RWBL,89,V,,M
JSC,3,733,FA11NW,FA11NW3,2,62214,20,20.8,4.8,RWBL,56,V,,M
JSC,3,733,FA11NW,FA11NW3,2,62214,20,20.8,4.8,RWBL,54,V,,M
JSC,3,733,FA11NW,FA11NW3,2,62214,20,20.8,4.8,RWBL,53,V,,M
JSC,3,733,FA11NW,FA11NW3,2,62214,20,20.8,4.8,WEME,42,S,,
JSC,3,733,FA11NW,FA11NW3,2,62214,20,20.8,4.8,WEME,28,S,,
JSC,3,733,FA11NW,FA11NW3,2,62214,20,20.8,4.8,MALL,46,V,,M
JSC,3,733,FA11NW,FA11NW3,2,62214,20,20.8,4.8,SEWR,38,S,,
JSC,3,733,FA11NW,FA11NW3,2,62214,20,20.8,4.8,CCSP,39,S,,
JSC,3,733,FA11NW,FA11NW3,2,62214,20,20.8,4.8,RWBL,67,V,,M
JSC,3,752,FA11NW,FA11NW3,3,70514,15,23,5.2,RWBL,63,V,,M
JSC,3,752,FA11NW,FA11NW3,3,70514,15,23,5.2,SAVS,27,S,,
JSC,3,752,FA11NW,FA11NW3,3,70514,15,23,5.2,COYE,48,S,,
JSC,3,752,FA11NW,FA11NW3,3,70514,15,23,5.2,SEWR,53,S,,
JSC,3,752,FA11NW,FA11NW3,3,70514,15,23,5.2,SEWR,61,S,,
JSC,3,752,FA11NW,FA11NW3,3,70514,15,23,5.2,RWBL,72,S,,
JSC,3,752,FA11NW,FA11NW3,3,70514,15,23,5.2,BHCO,74,V,,
JSC,3,752,FA11NW,FA11NW3,3,70514,15,23,5.2,WEME,89,S,,
JSC,3,752,FA11NW,FA11NW3,3,70514,15,23,5.2,RWBL,83,S,,
JSC,4,810,FA11NW,FA11NW4,1,61214,98,10.3,14.6,RWBL,25,V,,M
JSC,4,810,FA11NW,FA11NW4,1,61214,98,10.3,14.6,BOBO,49,V,,M
JSC,4,810,FA11NW,FA11NW4,1,61214,98,10.3,14.6,SORA,69,S,,
JSC,4,810,FA11NW,FA11NW4,1,61214,98,10.3,14.6,RWBL,29,V,,M
JSC,4,810,FA11NW,FA11NW4,1,61214,98,10.3,14.6,RWBL,31,V,,M
JSC,4,810,FA11NW,FA11NW4,1,61214,98,10.3,14.6,RWBL,27,V,,M
JSC,4,810,FA11NW,FA11NW4,1,61214,98,10.3,14.6,CCSP,18,S,,
JSC,4,810,FA11NW,FA11NW4,1,61214,98,10.3,14.6,BOBO,49,S,,
JSC,4,759,FA11NW,FA11NW4,2,62214,8,22.6,6.9,SAVS,36,S,,
JSC,4,759,FA11NW,FA11NW4,2,62214,8,22.6,6.9,BOBO,28,V,,M
JSC,4,759,FA11NW,FA11NW4,2,62214,8,22.6,6.9,RWBL,53,V,,M
JSC,4,759,FA11NW,FA11NW4,2,62214,8,22.6,6.9,BHCO,38,S,,
JSC,4,759,FA11NW,FA11NW4,2,62214,8,22.6,6.9,BOBO,47,S,,
JSC,4,759,FA11NW,FA11NW4,2,62214,8,22.6,6.9,SEWR,48,S,,
JSC,4,759,FA11NW,FA11NW4,2,62214,8,22.6,6.9,SEWR,56,S,,
JSC,4,759,FA11NW,FA11NW4,2,62214,8,22.6,6.9,WISN,90,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,SAVS,48,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,SAVS,53,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,COYE,42,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,WEME,73,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,SEWR,43,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,SEWR,56,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,SEWR,57,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,RWBL,44,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,RWBL,44,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,RWBL,44,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,RWBL,44,S,,
JSC,4,805,FA11NW,FA11NW4,3,70514,14,22.8,8.7,RWBL,44,S,,
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,CCSP,31,S,,
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,SAVS,10,V,,
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,RWBL,53,S,,
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,RWBL,66,V,,M
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,RWBL,69,V,,M
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,SAVS,27,S,,
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,CCSP,20,S,,
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,SEWR,15,S,,
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,BOBO,53,S,,
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,CCSP,14,V,,
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,RWBL,36,V,,M
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,WEME,32,S,,
JSC,5,757,FA11NW,FA11NW5,1,61214,99,10.4,14.5,CCSP,42,S,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,SEWR,56,S,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,COYE,59,S,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,CCSP,63,S,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,CCSP,67,S,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,CCSP,14,V,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,SAVS,38,S,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,UPSA,64,S,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,BOBO,78,S,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,MODO,83,V,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,WEME,53,S,,
JSC,5,745,FA11NW,FA11NW5,2,62214,8,21.7,5.5,SAVS,14,V,,
JSC,5,817,FA11NW,FA11NW5,3,70514,10,23.6,9.9,CCSP,76,S,,
JSC,5,817,FA11NW,FA11NW5,3,70514,10,23.6,9.9,SEWR,58,S,,
JSC,5,817,FA11NW,FA11NW5,3,70514,10,23.6,9.9,WEME,92,S,,
JSC,5,817,FA11NW,FA11NW5,3,70514,10,23.6,9.9,BOBO,90,S,,
JSC,5,817,FA11NW,FA11NW5,3,70514,10,23.6,9.9,SAVS,26,V,,
JSC,5,817,FA11NW,FA11NW5,3,70514,10,23.6,9.9,SEWR,32,S,,
JSC,5,817,FA11NW,FA11NW5,3,70514,10,23.6,9.9,SEWR,36,S,,
JSC,5,817,FA11NW,FA11NW5,3,70514,10,23.6,9.9,CCSP,41,S,,
JSC,5,817,FA11NW,FA11NW5,3,70514,10,23.6,9.9,BOBO,91,S,,
JSC,5,817,FA11NW,FA11NW5,3,70514,10,23.6,9.9,CCSP,95,S,,
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,SAVS,27,S,,
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,SAVS,24,S,,
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,RWBL,20,V,,M
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,WEME,28,S,,
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,WEME,31,S,,
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,RWBL,69,V,,M
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,RWBL,68,V,,M
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,RWBL,68,V,,M
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,RWBL,29,V,,M
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,SAVS,17,S,,
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,SORA,96,S,,
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,MAGO,90,S,,
JSC,1,542,FA12NE,FA12NE1,1,61214,100,10,14.6,SAVS,8,S,,
JSC,2,620,FA12NE,FA12NE2,2,62214,10,17.5,2.5,WEME,42,S,,
JSC,2,620,FA12NE,FA12NE2,2,62214,10,17.5,2.5,SAVS,38,S,,
JSC,2,620,FA12NE,FA12NE2,2,62214,10,17.5,2.5,SAVS,39,S,,
JSC,2,620,FA12NE,FA12NE2,2,62214,10,17.5,2.5,SORA,53,S,,
JSC,2,620,FA12NE,FA12NE2,2,62214,10,17.5,2.5,RWBL,56,V,,M
JSC,2,620,FA12NE,FA12NE2,2,62214,10,17.5,2.5,RWBL,56,V,,M
JSC,2,529,FA12NE,FA12NE2,1,61214,100,10,14.1,WEME,54,S,,
JSC,2,529,FA12NE,FA12NE2,1,61214,100,10,14.1,SAVS,26,S,,
JSC,2,529,FA12NE,FA12NE2,1,61214,100,10,14.1,SAVS,34,S,,
JSC,2,529,FA12NE,FA12NE2,1,61214,100,10,14.1,SAVS,24,S,,
JSC,2,529,FA12NE,FA12NE2,1,61214,100,10,14.1,BOBO,87,S,,
JSC,2,632,FA12NE,FA12NE2,3,70514,48,20.5,7.8,SAVS,40,S,,
JSC,2,632,FA12NE,FA12NE2,3,70514,48,20.5,7.8,SAVS,53,S,,
JSC,2,632,FA12NE,FA12NE2,3,70514,48,20.5,7.8,RWBL,82,V,,M
JSC,2,632,FA12NE,FA12NE2,3,70514,48,20.5,7.8,NESP,87,S,,
JSC,2,632,FA12NE,FA12NE2,3,70514,48,20.5,7.8,RWBL,48,V,,M
JSC,2,632,FA12NE,FA12NE2,3,70514,48,20.5,7.8,RWBL,79,V,,M
JSC,2,632,FA12NE,FA12NE2,3,70514,48,20.5,7.8,SAVS,64,S,,
JSC,2,632,FA12NE,FA12NE2,3,70514,48,20.5,7.8,SAVS,32,S,,
JSC,2,632,FA12NE,FA12NE2,3,70514,48,20.5,7.8,WEME,59,S,,
JSC,2,632,FA12NE,FA12NE2,3,70514,48,20.5,7.8,WEME,51,S,,
JSC,3,632,FA12NE,FA12NE3,2,62214,30,17.4,2.3,SAVS,26,S,,
JSC,3,632,FA12NE,FA12NE3,2,62214,30,17.4,2.3,SAVS,34,S,,
JSC,3,632,FA12NE,FA12NE3,2,62214,30,17.4,2.3,SAVS,36,S,,
JSC,3,632,FA12NE,FA12NE3,2,62214,30,17.4,2.3,WEME,46,S,,
JSC,3,632,FA12NE,FA12NE3,2,62214,30,17.4,2.3,WEME,68,S,,
JSC,3,632,FA12NE,FA12NE3,2,62214,30,17.4,2.3,UPSA,78,S,,
JSC,3,632,FA12NE,FA12NE3,2,62214,30,17.4,2.3,SAVS,18,S,,
JSC,3,632,FA12NE,FA12NE3,2,62214,30,17.4,2.3,BOBO,78,S,,
JSC,3,552,FA12NE,FA12NE3,1,61214,100,10.1,11.8,WEME,38,S,,
JSC,3,552,FA12NE,FA12NE3,1,61214,100,10.1,11.8,SAVS,31,S,,
JSC,3,552,FA12NE,FA12NE3,1,61214,100,10.1,11.8,SAVS,36,S,,
JSC,3,552,FA12NE,FA12NE3,1,61214,100,10.1,11.8,SAVS,43,S,,
JSC,3,552,FA12NE,FA12NE3,1,61214,100,10.1,11.8,KILL,81,S,,
JSC,3,643,FA12NE,FA12NE3,3,70514,60,21,8.2,WEME,76,S,,
JSC,3,643,FA12NE,FA12NE3,3,70514,60,21,8.2,SAVS,56,S,,
JSC,3,643,FA12NE,FA12NE3,3,70514,60,21,8.2,SAVS,61,S,,
JSC,3,643,FA12NE,FA12NE3,3,70514,60,21,8.2,WEME,82,S,,
JSC,3,643,FA12NE,FA12NE3,3,70514,60,21,8.2,SAVS,24,S,,
JSC,3,643,FA12NE,FA12NE3,3,70514,60,21,8.2,SAVS,38,S,,
JSC,3,643,FA12NE,FA12NE3,3,70514,60,21,8.2,SORA,89,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,SAVS,36,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,SAVS,38,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,SAVS,45,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,WEME,53,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,CCSP,56,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,SAVS,27,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,COYE,89,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,BOBO,68,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,SAVS,38,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,SAVS,27,S,,
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,BOBO,54,V,,M
JSC,4,647,FA12NE,FA12NE4,2,62214,38,17.9,2.7,SAVS,55,V,,
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,NESP,27,S,,
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,SAVS,20,S,,
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,WEME,34,S,,
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,SAVS,26,S,,
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,BWTE,89,V,,
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,BWTE,91,V,,
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,BOBO,67,V,,M
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,SAVS,46,S,,
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,SAVS,28,S,,
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,RWBL,91,V,,M
JSC,4,617,FA12NE,FA12NE4,1,61214,100,10,20,RWBL,90,V,,M
JSC,4,708,FA12NE,FA12NE4,3,70514,48,21.1,7.8,WEME,72,S,,
JSC,4,708,FA12NE,FA12NE4,3,70514,48,21.1,7.8,CCSP,57,S,,
JSC,4,708,FA12NE,FA12NE4,3,70514,48,21.1,7.8,YERA,98,S,,
JSC,4,708,FA12NE,FA12NE4,3,70514,48,21.1,7.8,SAVS,52,S,,
JSC,4,708,FA12NE,FA12NE4,3,70514,48,21.1,7.8,SAVS,68,S,,
JSC,4,708,FA12NE,FA12NE4,3,70514,48,21.1,7.8,SAVS,48,S,,
JSC,5,604,FA12NE,FA12NE5,1,61214,100,10,14.9,BOBO,43,S,,
JSC,5,604,FA12NE,FA12NE5,1,61214,100,10,14.9,SAVS,31,S,,
JSC,5,604,FA12NE,FA12NE5,1,61214,100,10,14.9,SAVS,45,S,,
JSC,5,604,FA12NE,FA12NE5,1,61214,100,10,14.9,BOBO,52,S,,
JSC,5,604,FA12NE,FA12NE5,1,61214,100,10,14.9,RWBL,68,S,,
JSC,5,604,FA12NE,FA12NE5,1,61214,100,10,14.9,WEME,53,S,,
JSC,5,604,FA12NE,FA12NE5,1,61214,100,10,14.9,WEME,42,S,,
JSC,5,654,FA12NE,FA12NE5,2,70514,21,21.1,9.4,WEME,79,S,,
JSC,5,654,FA12NE,FA12NE5,2,70514,21,21.1,9.4,SAVS,51,S,,
JSC,5,654,FA12NE,FA12NE5,2,70514,21,21.1,9.4,SAVS,63,S,,
JSC,5,654,FA12NE,FA12NE5,2,70514,21,21.1,9.4,EAKI,87,S,,
JSC,5,654,FA12NE,FA12NE5,2,70514,21,21.1,9.4,GRSP,58,S,,
JSC,5,654,FA12NE,FA12NE5,2,70514,21,21.1,9.4,BHCO,98,V,,M
JSC,5,654,FA12NE,FA12NE5,2,70514,21,21.1,9.4,SAVS,45,S,,
JSC,5,654,FA12NE,FA12NE5,2,70514,21,21.1,9.4,SAVS,38,S,,
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,SAVS,22,V,,
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,SAVS,22,V,,
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,SEWR,26,S,,
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,BOBO,36,V,,M
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,BOBO,27,V,,M
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,SAVS,22,S,,
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,BOBO,32,V,,M
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,RWBL,34,V,,M
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,RWBL,36,V,,M
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,SEWR,32,S,,
JSC,1,616,FE17NW,FE17NW1,1,60414,3,15.1,0,SORA,22,S,,
JSC,1,927,FE17NW,FE17NW1,3,62314,7,22,6.6,SAVS,24,V,,
JSC,1,927,FE17NW,FE17NW1,3,62314,7,22,6.6,RWBL,53,V,,M
JSC,1,927,FE17NW,FE17NW1,3,62314,7,22,6.6,RWBL,57,V,,M
JSC,1,927,FE17NW,FE17NW1,3,62314,7,22,6.6,SEWR,65,S,,
JSC,1,927,FE17NW,FE17NW1,3,62314,7,22,6.6,SEWR,60,S,,
JSC,1,927,FE17NW,FE17NW1,3,62314,7,22,6.6,CCSP,43,S,,
JSC,1,927,FE17NW,FE17NW1,3,62314,7,22,6.6,RWBL,78,S,,
JSC,1,927,FE17NW,FE17NW1,3,62314,7,22,6.6,LCSP,36,S,,
JSC,1,927,FE17NW,FE17NW1,3,62314,7,22,6.6,SAVS,51,S,,
JSC,1,927,FE17NW,FE17NW1,3,62314,7,22,6.6,WEME,57,S,,
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,LCSP,12,S,,
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,SEWR,34,S,,
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,COYE,58,S,,
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,RWBL,63,V,,M
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,RWBL,64,V,,M
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,BOBO,89,V,,M
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,BOBO,90,V,,M
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,NESP,53,S,,
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,SAVS,27,V,,
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,SAVS,43,S,,
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,SAVS,48,S,,
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,NESP,68,S,,
JSC,1,947,FE17NW,FE17NW1,2,61614,8,20.9,7.2,SORA,65,S,,
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,SAVS,10,V,,
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,RWBL,17,V,,M
